,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
278,iter5_h3_q1,5,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications and IoT,,P_and_Q,Will Qualcomm's revenue from 5G-related products increase by more than 20% in 2025 and the company's investment in IoT research and development increase by at least 15% in the next 2 years?,"This question resolves as YES if both conditions are met: Qualcomm's revenue from 5G-related products increases by more than 20% in 2025, as reported by Qualcomm's official financial reports or reputable tech news sources, and the company's investment in IoT research and development increases by at least 15% in the next 2 years, as reported by Qualcomm's official financial reports or reputable tech news sources.",0.74,"[0.65, 0.75, 0.75, 0.8, 0.75]",0.3392902377569103
277,iter5_h3_q1,5,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications and IoT,,Q_given_P,"Given an increase in Qualcomm's 5G-related revenue, will the company's investment in IoT research and development increase by at least 15% in the next 2 years?","This question resolves as YES if Qualcomm's investment in IoT research and development increases by at least 15% in the next 2 years, as reported by Qualcomm's official financial reports or reputable tech news sources.",0.76,"[0.7, 0.8, 0.75, 0.8, 0.75]",0.3392902377569103
276,iter5_h3_q1,5,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications and IoT,,P,Will Qualcomm's revenue from 5G-related products increase by more than 20% in 2025?,"This question resolves as YES if Qualcomm's revenue from 5G-related products increases by more than 20% in 2025, as reported by Qualcomm's official financial reports or reputable tech news sources.",0.6900000000000001,"[0.75, 0.7, 0.75, 0.7, 0.55]",0.3392902377569103
42,iter1_h4_q2,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P,Will the number of genetic engineering patents filed increase by more than 35% in 2028 compared to 2027?,"This question resolves as YES if the number of genetic engineering patents filed increases by more than 35% in 2028 compared to 2027, as reported by reputable sources such as the United States Patent and Trademark Office (USPTO) or industry reports.",0.2,"[0.15, 0.2, 0.15, 0.1, 0.4]",0.3390342888940186
43,iter1_h4_q2,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,Q_given_P,"Given an increase in genetic engineering patents, will the development of new medical treatments for genetic disorders accelerate by at least 25% in the next 8 years?","This question resolves as YES if, given an increase in genetic engineering patents, the development of new medical treatments for genetic disorders accelerates by at least 25% in the next 8 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.74,"[0.75, 0.75, 0.8, 0.75, 0.65]",0.3390342888940186
44,iter1_h4_q2,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P_and_Q,Will the number of genetic engineering patents filed increase by more than 35% in 2028 compared to 2027 and the development of new medical treatments for genetic disorders accelerate by at least 25% in the next 8 years?,"This question resolves as YES if both conditions are met: the number of genetic engineering patents filed increases by more than 35% in 2028 compared to 2027, as reported by reputable sources, and the development of new medical treatments for genetic disorders accelerates by at least 25% in the next 8 years, as reported by credible sources.",0.3399999999999999,"[0.2, 0.2, 0.45, 0.65, 0.2]",0.3390342888940186
408,iter10_h0_q1,10,"The model underestimates the impact of advancements in quantum computing on the development of Artificial General Intelligence (AGI) in complex problem-solving, particularly in the context of cryogenic computing and neuromorphic architectures.",AI and Computing,,P,Will the number of research papers on quantum computing and AGI published in top-tier conferences increase by more than 40% in 2028?,"This question resolves as YES if the number of research papers on quantum computing and AGI published in top-tier conferences increases by more than 40% in 2028, as reported by credible sources such as academic journals, research institutions, or conference proceedings.",0.58,"[0.55, 0.65, 0.55, 0.5, 0.65]",0.3381758169661331
409,iter10_h0_q1,10,"The model underestimates the impact of advancements in quantum computing on the development of Artificial General Intelligence (AGI) in complex problem-solving, particularly in the context of cryogenic computing and neuromorphic architectures.",AI and Computing,,Q_given_P,"Given an increase in research papers on quantum computing and AGI, will the development of practical applications of AGI in industries such as finance and healthcare accelerate by at least 20% in the next 3 years?","This question resolves as YES if the development of practical applications of AGI in industries such as finance and healthcare accelerates by at least 20% in the next 3 years, as reported by credible sources such as industry reports, research institutions, or tech companies, and measured by the number of successful deployments or case studies.",0.39,"[0.35, 0.35, 0.25, 0.75, 0.25]",0.3381758169661331
410,iter10_h0_q1,10,"The model underestimates the impact of advancements in quantum computing on the development of Artificial General Intelligence (AGI) in complex problem-solving, particularly in the context of cryogenic computing and neuromorphic architectures.",AI and Computing,,P_and_Q,Will the number of research papers on quantum computing and AGI published in top-tier conferences increase by more than 40% in 2028 and the development of practical applications of AGI in industries such as finance and healthcare accelerate by at least 20% in the next 3 years?,"This question resolves as YES if both conditions are met: the number of research papers on quantum computing and AGI published in top-tier conferences increases by more than 40% in 2028, as reported by credible sources, and the development of practical applications of AGI in industries such as finance and healthcare accelerates by at least 20% in the next 3 years, as reported by credible sources.",0.43,"[0.6, 0.55, 0.25, 0.1, 0.65]",0.3381758169661331
242,iter4_h2_q1,4,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Transportation,,P_and_Q,Will the number of public charging stations for electric vehicles increase by more than 40% in 2025 compared to 2024 and the development of autonomous driving technology for trucks accelerate by at least 10% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of public charging stations for electric vehicles increases by more than 40% in 2025 compared to 2024, as reported by reputable sources, and the development of autonomous driving technology for trucks accelerates by at least 10% in the next 5 years, as reported by credible sources.",0.43,"[0.65, 0.35, 0.25, 0.25, 0.65]",0.3381006080440057
240,iter4_h2_q1,4,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Transportation,,P,Will the number of public charging stations for electric vehicles increase by more than 40% in 2025 compared to 2024?,"This question resolves as YES if the number of public charging stations for electric vehicles increases by more than 40% in 2025 compared to 2024, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.34,"[0.3, 0.25, 0.15, 0.35, 0.65]",0.3381006080440057
241,iter4_h2_q1,4,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Transportation,,Q_given_P,"Given that the number of public charging stations for electric vehicles increases by more than 40% in 2025 compared to 2024, will the development of autonomous driving technology for trucks accelerate by at least 10% in the next 5 years?","This question resolves as YES if the development of autonomous driving technology for trucks accelerates by at least 10% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or tech companies, and measured by the number of research papers, patents, or breakthroughs in autonomous trucking.",0.66,"[0.8, 0.65, 0.65, 0.75, 0.45]",0.3381006080440057
188,iter2_h3_q1,2,"The model does not adequately consider the interplay between social media regulation, public opinion, and the stock performance of major social media companies.",Technology and Society,,P_and_Q,"Will Twitter's user base increase by more than 15% in 2025 compared to 2024, and the company's revenue grow by more than 20% in 2025?","This question resolves as YES if both conditions are met: Twitter's user base increases by more than 15% in 2025 compared to 2024, as reported by Twitter in their official quarterly earnings releases for 2025, and Twitter's revenue grows by more than 20% in 2025, as reported by Twitter in their official quarterly earnings releases for 2025.",0.22,"[0.25, 0.15, 0.15, 0.25, 0.3]",0.3375797079210046
187,iter2_h3_q1,2,"The model does not adequately consider the interplay between social media regulation, public opinion, and the stock performance of major social media companies.",Technology and Society,,Q_given_P,"Given that Twitter's user base increases by more than 15% in 2025 compared to 2024, will the company's revenue grow by more than 20% in 2025?","This question resolves as YES if Twitter's revenue grows by more than 20% in 2025, as reported by Twitter in their official quarterly earnings releases for 2025.",0.55,"[0.65, 0.35, 0.65, 0.65, 0.45]",0.3375797079210046
186,iter2_h3_q1,2,"The model does not adequately consider the interplay between social media regulation, public opinion, and the stock performance of major social media companies.",Technology and Society,,P,Will Twitter's user base increase by more than 15% in 2025 compared to 2024?,"This question resolves as YES if Twitter's user base increases by more than 15% in 2025 compared to 2024, as reported by Twitter in their official quarterly earnings releases for 2025.",0.12,"[0.05, 0.05, 0.1, 0.2, 0.2]",0.3375797079210046
264,iter5_h1_q1,5,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Transportation and Energy,,P,Will Tesla's market share in the electric vehicle market increase by more than 15% in 2025?,"This question resolves as YES if Tesla's market share in the electric vehicle market increases by more than 15% in 2025, as reported by Tesla's official sales reports or reputable industry sources.",0.1599999999999999,"[0.2, 0.25, 0.15, 0.1, 0.1]",0.3375004832979892
265,iter5_h1_q1,5,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Transportation and Energy,,Q_given_P,"Given an increase in Tesla's market share, will the company's investment in autonomous driving technology increase by at least 20% in the next 2 years?","This question resolves as YES if Tesla's investment in autonomous driving technology increases by at least 20% in the next 2 years, as reported by Tesla's official financial reports or reputable tech news sources.",0.74,"[0.7, 0.8, 0.75, 0.75, 0.7]",0.3375004832979892
266,iter5_h1_q1,5,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Transportation and Energy,,P_and_Q,Will Tesla's market share in the electric vehicle market increase by more than 15% in 2025 and the company's investment in autonomous driving technology increase by at least 20% in the next 2 years?,"This question resolves as YES if both conditions are met: Tesla's market share in the electric vehicle market increases by more than 15% in 2025, as reported by Tesla's official sales reports or reputable industry sources, and the company's investment in autonomous driving technology increases by at least 20% in the next 2 years, as reported by Tesla's official financial reports or reputable tech news sources.",0.3,"[0.25, 0.3, 0.3, 0.4, 0.25]",0.3375004832979892
84,iter3_h1_q1,3,The model underestimates the impact of climate change on the development of sustainable agriculture practices in Africa,Geopolitics and Environment,,P,Will the investment in climate-resilient agriculture in Africa increase by more than 30% in 2026 compared to 2025?,"This question resolves as YES if the investment in climate-resilient agriculture in Africa increases by more than 30% in 2026 compared to 2025, as reported by the African Development Bank or other credible sources.",0.26,"[0.25, 0.3, 0.2, 0.25, 0.3]",0.3370624162849248
85,iter3_h1_q1,3,The model underestimates the impact of climate change on the development of sustainable agriculture practices in Africa,Geopolitics and Environment,,Q_given_P,"Given an increase in investment in climate-resilient agriculture, will the development of drought-tolerant crop varieties accelerate by at least 20% in the next 7 years?","This question resolves as YES if, given an increase in investment in climate-resilient agriculture, the development of drought-tolerant crop varieties accelerates by at least 20% in the next 7 years, as reported by credible sources such as the International Maize and Wheat Improvement Center (CIMMYT) or other reputable research institutions.",0.7,"[0.65, 0.7, 0.65, 0.75, 0.75]",0.3370624162849248
86,iter3_h1_q1,3,The model underestimates the impact of climate change on the development of sustainable agriculture practices in Africa,Geopolitics and Environment,,P_and_Q,Will the investment in climate-resilient agriculture in Africa increase by more than 30% in 2026 compared to 2025 and the development of drought-tolerant crop varieties accelerate by at least 20% in the next 7 years?,"This question resolves as YES if both conditions are met: the investment in climate-resilient agriculture in Africa increases by more than 30% in 2026 compared to 2025, as reported by the African Development Bank or other credible sources, and the development of drought-tolerant crop varieties accelerates by at least 20% in the next 7 years, as reported by credible sources such as the International Maize and Wheat Improvement Center (CIMMYT) or other reputable research institutions.",0.38,"[0.4, 0.25, 0.65, 0.35, 0.25]",0.3370624162849248
205,iter3_h1_q1,3,The model underestimates the impact of regulatory changes on the financial performance of companies in the pharmaceutical industry,Regulation and Pharmaceuticals,,Q_given_P,"Given that the European Commission imposes stricter regulations on pharmaceutical pricing in 2025, will Novartis' profit margin decrease by more than 10% in 2025?","This question resolves as YES if Novartis' profit margin decreases by more than 10% in 2025, as reported by Novartis in their official annual financial report for 2025.",0.59,"[0.6, 0.65, 0.35, 0.7, 0.65]",0.3362400763595044
204,iter3_h1_q1,3,The model underestimates the impact of regulatory changes on the financial performance of companies in the pharmaceutical industry,Regulation and Pharmaceuticals,,P,Will the European Commission impose stricter regulations on pharmaceutical pricing in 2025?,"This question resolves as YES if the European Commission imposes stricter regulations on pharmaceutical pricing in 2025, as reported by the European Commission in their official press releases.",0.74,"[0.65, 0.8, 0.8, 0.7, 0.75]",0.3362400763595044
206,iter3_h1_q1,3,The model underestimates the impact of regulatory changes on the financial performance of companies in the pharmaceutical industry,Regulation and Pharmaceuticals,,P_and_Q,Will the European Commission impose stricter regulations on pharmaceutical pricing in 2025 and Novartis' profit margin decrease by more than 10% in 2025?,"This question resolves as YES if both conditions are met: the European Commission imposes stricter regulations on pharmaceutical pricing in 2025, as reported by the European Commission, and Novartis' profit margin decreases by more than 10% in 2025, as reported by Novartis in their official annual financial report for 2025.",0.2299999999999999,"[0.1, 0.25, 0.35, 0.25, 0.2]",0.3362400763595044
38,iter1_h4_q0,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P_and_Q,Will the number of genetic engineering startups increase by more than 30% in 2026 compared to 2025 and the development of new medical treatments for rare diseases accelerate by at least 20% in the next 6 years?,"This question resolves as YES if both conditions are met: the number of genetic engineering startups increases by more than 30% in 2026 compared to 2025, as reported by reputable sources, and the development of new medical treatments for rare diseases accelerates by at least 20% in the next 6 years, as reported by credible sources.",0.396,"[0.68, 0.15, 0.3, 0.4, 0.45]",0.3344967750538228
37,iter1_h4_q0,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,Q_given_P,"Given that the number of genetic engineering startups increases by more than 30% in 2026 compared to 2025, will the development of new medical treatments for rare diseases accelerate by at least 20% in the next 6 years?","This question resolves as YES if, given that the number of genetic engineering startups increases by more than 30% in 2026 compared to 2025, the development of new medical treatments for rare diseases accelerates by at least 20% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.3344967750538228
36,iter1_h4_q0,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P,Will the number of genetic engineering startups increase by more than 30% in 2026 compared to 2025?,"This question resolves as YES if the number of genetic engineering startups increases by more than 30% in 2026 compared to 2025, as reported by reputable sources such as venture capital firms, startup accelerators, or industry reports.",0.26,"[0.25, 0.25, 0.25, 0.25, 0.3]",0.3344967750538228
196,iter3_h0_q0,3,The model overestimates the correlation between a country's overall economic performance and the financial success of its major companies in the renewable energy sector,Renewable Energy and Economics,,Q_given_P,"Given that the global price of solar panels decreases by more than 10% in 2025, will Vestas' revenue from wind turbine sales increase by more than 15% in 2025?","This question resolves as YES if Vestas' revenue from wind turbine sales increases by more than 15% in 2025, as reported by Vestas in their official annual financial report for 2025.",0.4800000000000001,"[0.4, 0.5, 0.4, 0.65, 0.45]",0.3231419565965731
197,iter3_h0_q0,3,The model overestimates the correlation between a country's overall economic performance and the financial success of its major companies in the renewable energy sector,Renewable Energy and Economics,,P_and_Q,Will the global price of solar panels decrease by more than 10% in 2025 and Vestas' revenue from wind turbine sales increase by more than 15% in 2025?,"This question resolves as YES if both conditions are met: the global price of solar panels decreases by more than 10% in 2025, as reported by the IEA, and Vestas' revenue from wind turbine sales increases by more than 15% in 2025, as reported by Vestas in their official annual financial report for 2025.",0.54,"[0.65, 0.6, 0.45, 0.3, 0.7]",0.3231419565965731
195,iter3_h0_q0,3,The model overestimates the correlation between a country's overall economic performance and the financial success of its major companies in the renewable energy sector,Renewable Energy and Economics,,P,Will the global price of solar panels decrease by more than 10% in 2025?,"This question resolves as YES if the global price of solar panels decreases by more than 10% in 2025, as reported by the International Energy Agency (IEA) in their annual solar market report.",0.69,"[0.75, 0.65, 0.65, 0.75, 0.65]",0.3231419565965731
433,iter10_h4_q1,10,"The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector, particularly in the context of renewable energy and carbon pricing.",Energy,,Q_given_P,"Given an increase in carbon pricing, will the investment in renewable energy increase by at least 25% in the next 3 years?","This question resolves as YES if the investment in renewable energy increases by at least 25% in the next 3 years, as reported by credible sources such as industry reports, research institutions, or financial news sources.",0.6960000000000001,"[0.75, 0.68, 0.65, 0.7, 0.7]",0.3182774401137591
432,iter10_h4_q1,10,"The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector, particularly in the context of renewable energy and carbon pricing.",Energy,,P,Will the European Union's carbon pricing mechanism increase by more than 20% in 2031?,"This question resolves as YES if the European Union's carbon pricing mechanism increases by more than 20% in 2031, as reported by the European Union's official website or reputable news sources.",0.68,"[0.7, 0.65, 0.6, 0.75, 0.7]",0.3182774401137591
434,iter10_h4_q1,10,"The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector, particularly in the context of renewable energy and carbon pricing.",Energy,,P_and_Q,Will the European Union's carbon pricing mechanism increase by more than 20% in 2031 and the investment in renewable energy increase by at least 25% in the next 3 years?,"This question resolves as YES if both conditions are met: the European Union's carbon pricing mechanism increases by more than 20% in 2031, as reported by the European Union's official website or reputable news sources, and the investment in renewable energy increases by at least 25% in the next 3 years, as reported by credible sources.",0.6799999999999999,"[0.6, 0.75, 0.7, 0.7, 0.65]",0.3182774401137591
68,iter2_h3_q1,2,The model underestimates the impact of climate change on the development of sustainable agriculture practices,Agriculture,,P_and_Q,Will the number of sustainable agriculture patents filed by John Deere increase by more than 70% in 2032 compared to 2031 and the development of precision farming technology for water conservation accelerate by at least 50% in the next 8 years?,"This question resolves as YES if both conditions are met: the number of sustainable agriculture patents filed by John Deere increases by more than 70% in 2032 compared to 2031, as reported by the United States Patent and Trademark Office (USPTO) or other credible sources, and the development of precision farming technology for water conservation accelerates by at least 50% in the next 8 years, as reported by credible sources such as academic journals, research institutions, or agricultural companies.",0.244,"[0.15, 0.4, 0.35, 0.3, 0.02]",0.316249176720478
67,iter2_h3_q1,2,The model underestimates the impact of climate change on the development of sustainable agriculture practices,Agriculture,,Q_given_P,"Given an increase in sustainable agriculture patents filed by John Deere, will the development of precision farming technology for water conservation accelerate by at least 50% in the next 8 years?","This question resolves as YES if, given an increase in sustainable agriculture patents filed by John Deere, the development of precision farming technology for water conservation accelerates by at least 50% in the next 8 years, as reported by credible sources such as academic journals, research institutions, or agricultural companies.",0.7300000000000001,"[0.75, 0.7, 0.75, 0.75, 0.7]",0.316249176720478
66,iter2_h3_q1,2,The model underestimates the impact of climate change on the development of sustainable agriculture practices,Agriculture,,P,Will the number of sustainable agriculture patents filed by John Deere increase by more than 70% in 2032 compared to 2031?,"This question resolves as YES if the number of sustainable agriculture patents filed by John Deere increases by more than 70% in 2032 compared to 2031, as reported by the United States Patent and Trademark Office (USPTO) or other credible sources.",0.12,"[0.15, 0.25, 0.1, 0.05, 0.05]",0.316249176720478
341,iter7_h4_q0,7,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications,,P_and_Q,Will the number of 5G subscriptions worldwide increase by more than 60% in 2025 compared to 2024 and the number of IoT devices connected to 5G networks increase by more than 35% in 2026?,"This question resolves as YES if both conditions are met: the number of 5G subscriptions worldwide increases by more than 60% in 2025 compared to 2024, as reported by reputable sources, and the number of IoT devices connected to 5G networks increases by more than 35% in 2026, as reported by credible sources.",0.33,"[0.1, 0.3, 0.7, 0.35, 0.2]",0.3151011745560326
340,iter7_h4_q0,7,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications,,Q_given_P,"Given an increase in 5G subscriptions, will the number of IoT devices connected to 5G networks increase by more than 35% in 2026?","This question resolves as YES if the number of IoT devices connected to 5G networks increases by more than 35% in 2026, as reported by credible sources such as market research firms or industry reports.",0.792,"[0.78, 0.78, 0.8, 0.8, 0.8]",0.3151011745560326
339,iter7_h4_q0,7,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications,,P,Will the number of 5G subscriptions worldwide increase by more than 60% in 2025 compared to 2024?,"This question resolves as YES if the number of 5G subscriptions worldwide increases by more than 60% in 2025 compared to 2024, as reported by reputable sources such as the International Telecommunication Union (ITU) or industry reports.",0.19,"[0.2, 0.2, 0.2, 0.2, 0.15]",0.3151011745560326
140,iter1_h0_q1,1,"The model overestimates the probability of joint events in political contexts, as observed in examples like the Eurovision qualification and Nordic country win scenarios",,,P_and_Q,Will the incumbent president win the 2024 presidential election and their party maintain control of the Senate?,"Resolution date: November 5, 2024; Resolution criteria: Official election results; Resolution source: Federal Election Commission",0.55,"[0.55, 0.55, 0.55, 0.65, 0.45]",0.3132782472221299
139,iter1_h0_q1,1,"The model overestimates the probability of joint events in political contexts, as observed in examples like the Eurovision qualification and Nordic country win scenarios",,,Q_given_P,"Given the incumbent president wins, will their party maintain control of the Senate?","Resolution date: November 5, 2024; Resolution criteria: Official election results; Resolution source: Federal Election Commission",0.61,"[0.6, 0.65, 0.65, 0.6, 0.55]",0.3132782472221299
138,iter1_h0_q1,1,"The model overestimates the probability of joint events in political contexts, as observed in examples like the Eurovision qualification and Nordic country win scenarios",,,P,Will the incumbent president win the 2024 presidential election?,"Resolution date: November 5, 2024; Resolution criteria: Official election results; Resolution source: Federal Election Commission",0.5700000000000001,"[0.65, 0.55, 0.55, 0.55, 0.55]",0.3132782472221299
119,iter4_h2_q0,4,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology in the logistics industry,Transportation and Logistics,,P_and_Q,Will the number of electric vehicle charging stations in the United States increase by more than 60% in 2031 compared to 2030 and the development of autonomous driving technology for commercial vehicles accelerate by at least 28% in the next 9 years?,"This question resolves as YES if both conditions are met: the number of electric vehicle charging stations in the United States increases by more than 60% in 2031 compared to 2030, as reported by the United States Department of Energy or other credible sources, and the development of autonomous driving technology for commercial vehicles accelerates by at least 28% in the next 9 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.1699999999999999,"[0.1, 0.45, 0.1, 0.1, 0.1]",0.3110532291972246
118,iter4_h2_q0,4,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology in the logistics industry,Transportation and Logistics,,Q_given_P,"Given an increase in electric vehicle charging stations, will the development of autonomous driving technology for commercial vehicles accelerate by at least 28% in the next 9 years?","This question resolves as YES if, given an increase in electric vehicle charging stations, the development of autonomous driving technology for commercial vehicles accelerates by at least 28% in the next 9 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.6100000000000001,"[0.65, 0.65, 0.65, 0.45, 0.65]",0.3110532291972246
117,iter4_h2_q0,4,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology in the logistics industry,Transportation and Logistics,,P,Will the number of electric vehicle charging stations in the United States increase by more than 60% in 2031 compared to 2030?,"This question resolves as YES if the number of electric vehicle charging stations in the United States increases by more than 60% in 2031 compared to 2030, as reported by the United States Department of Energy or other credible sources.",0.0699999999999999,"[0.15, 0.05, 0.05, 0.05, 0.05]",0.3110532291972246
47,iter2_h0_q0,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,AI and Computing,,P_and_Q,Will the number of 6G research papers published increase by more than 50% in 2027 compared to 2026 and the adoption of Extended Reality (XR) devices in the gaming industry increase by more than 30% in 2028?,"This question resolves as YES if both conditions are met: the number of 6G research papers published increases by more than 50% in 2027 compared to 2026, as reported by the Institute of Electrical and Electronics Engineers (IEEE) or other credible sources, and the adoption of Extended Reality (XR) devices in the gaming industry increases by more than 30% in 2028, as reported by market research firms such as IDC or Gartner.",0.4600000000000001,"[0.45, 0.6, 0.55, 0.45, 0.25]",0.3023178998426827
46,iter2_h0_q0,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,AI and Computing,,Q_given_P,"Given an increase in 6G research papers, will the adoption of Extended Reality (XR) devices in the gaming industry increase by more than 30% in 2028?","This question resolves as YES if, given an increase in 6G research papers, the adoption of Extended Reality (XR) devices in the gaming industry increases by more than 30% in 2028, as reported by market research firms such as IDC or Gartner.",0.66,"[0.65, 0.65, 0.65, 0.6, 0.75]",0.3023178998426827
45,iter2_h0_q0,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,AI and Computing,,P,Will the number of 6G research papers published increase by more than 50% in 2027 compared to 2026?,"This question resolves as YES if the number of 6G research papers published increases by more than 50% in 2027 compared to 2026, as reported by the Institute of Electrical and Electronics Engineers (IEEE) or other credible sources.",0.41,"[0.3, 0.4, 0.65, 0.35, 0.35]",0.3023178998426827
