,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
63,iter2_h3_q0,2,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,P,Will IBM develop a functional quantum computer that can optimize complex logistics problems by 2029?,This question resolves as YES if IBM's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can optimize complex logistics problems by 2029.,0.6699999999999999,"[0.65, 0.65, 0.75, 0.65, 0.65]",0.329400413226143
65,iter2_h3_q0,2,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,P_and_Q,Will IBM develop a functional quantum computer and achieve a 30% increase in efficiency in optimizing complex logistics problems by 2031?,"This question resolves as YES if IBM's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can optimize complex logistics problems by 2029, and the company's quantum computing technology achieves a 30% increase in efficiency in optimizing complex logistics problems by 2031, as measured by a standardized benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.329400413226143
64,iter2_h3_q0,2,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,Q_given_P,"Given that IBM develops a functional quantum computer, will the company's quantum computing technology achieve a 30% increase in efficiency in optimizing complex logistics problems by 2031?","This question resolves as YES if IBM's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 30% increase in efficiency in optimizing complex logistics problems by 2031, as measured by a standardized benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.329400413226143
174,iter2_h4_q1,2,The model overestimates the correlation between a company's social media presence and its customer engagement,Technology,,P,Will Tesla launch a new social media campaign to promote its electric vehicles in 2025?,This question resolves as YES if Tesla's official website or a reputable news source (such as Electrek or Green Car Reports) reports that the company has launched a new social media campaign to promote its electric vehicles in 2025.,0.67,"[0.65, 0.65, 0.65, 0.75, 0.65]",0.3294004132261429
175,iter2_h4_q1,2,The model overestimates the correlation between a company's social media presence and its customer engagement,Technology,,Q_given_P,"Given that Tesla launches the new social media campaign, will its website traffic increase by more than 10% in 2025?","This question resolves as YES if Tesla's official website or a reputable web analytics tool (such as Google Analytics or SimilarWeb) reports that the company's website traffic has increased by more than 10% in 2025, and NO otherwise.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3294004132261429
176,iter2_h4_q1,2,The model overestimates the correlation between a company's social media presence and its customer engagement,Technology,,P_and_Q,Will Tesla launch the new social media campaign and its website traffic increase by more than 10% in 2025?,"This question resolves as YES if Tesla's official website or a reputable news source reports that the company has launched a new social media campaign to promote its electric vehicles in 2025, and its website traffic has increased by more than 10% in 2025, as reported by Tesla's official website or a reputable web analytics tool.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3294004132261429
168,iter2_h3_q1,2,The model underestimates the impact of climate change on the global economy,Economics,,P,Will the European Union implement a carbon pricing mechanism that covers at least 80% of its emissions by 2025?,This question resolves as YES if the European Union's official website or a reputable news source (such as Reuters or Bloomberg) reports that the carbon pricing mechanism has been implemented and covers at least 80% of its emissions by 2025.,0.17,"[0.25, 0.15, 0.15, 0.15, 0.15]",0.3234919452482673
169,iter2_h3_q1,2,The model underestimates the impact of climate change on the global economy,Economics,,Q_given_P,"Given that the European Union implements the carbon pricing mechanism, will the EU's GDP growth rate decrease by more than 2% in 2025?","This question resolves as YES if the World Bank's official website or a reputable news source (such as Bloomberg or CNBC) reports that the EU's GDP growth rate has decreased by more than 2% in 2025, and NO otherwise.",0.15,"[0.15, 0.15, 0.15, 0.15, 0.15]",0.3234919452482673
170,iter2_h3_q1,2,The model underestimates the impact of climate change on the global economy,Economics,,P_and_Q,Will the European Union implement the carbon pricing mechanism and the EU's GDP growth rate decrease by more than 2% in 2025?,"This question resolves as YES if the European Union's official website or a reputable news source reports that the carbon pricing mechanism has been implemented and covers at least 80% of its emissions by 2025, and the World Bank's official website or a reputable news source reports that the EU's GDP growth rate has decreased by more than 2% in 2025.",0.142,"[0.14, 0.14, 0.14, 0.14, 0.15]",0.3234919452482673
153,iter2_h1_q0,2,The model underestimates the impact of regulatory changes on the profitability of tech companies,Technology,,P,Will the European Union implement a new regulation requiring tech companies to pay a minimum of 20% tax on their global profits in 2025?,This question resolves as YES if the European Union's official website or a reputable news source (such as Reuters or Bloomberg) reports that the regulation has been implemented in 2025.,0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3200708916594168
155,iter2_h1_q0,2,The model underestimates the impact of regulatory changes on the profitability of tech companies,Technology,,P_and_Q,Will the European Union implement the new regulation and Amazon's net profit decrease by more than 5% in 2025?,"This question resolves as YES if the European Union's official website or a reputable news source reports that the regulation has been implemented in 2025, and Amazon's official earnings report or a reputable financial source reports that the company's net profit has decreased by more than 5% in 2025.",0.286,"[0.28, 0.28, 0.24, 0.35, 0.28]",0.3200708916594168
154,iter2_h1_q0,2,The model underestimates the impact of regulatory changes on the profitability of tech companies,Technology,,Q_given_P,"Given that the European Union implements the new regulation, will Amazon's net profit decrease by more than 5% in 2025?","This question resolves as YES if Amazon's official earnings report or a reputable financial source (such as Yahoo Finance or Google Finance) reports that the company's net profit has decreased by more than 5% in 2025, and NO otherwise.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3200708916594168
295,iter6_h4_q1,6,The model overestimates the correlation between a company's digital transformation and its customer satisfaction,Business and Technology,,Q_given_P,"Given that Walmart launches a new e-commerce platform, will the company's online sales increase by more than 20% in 2026?","This question resolves as YES if Walmart's official website or a reputable retail news source reports that the company's online sales have increased by more than 20% in 2026, compared to 2025.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3172593874942437
294,iter6_h4_q1,6,The model overestimates the correlation between a company's digital transformation and its customer satisfaction,Business and Technology,,P,Will Walmart launch a new e-commerce platform in 2025?,This question resolves as YES if Walmart's official website or a reputable retail news source (such as Retail Dive or National Retail Federation) reports that the company has launched a new e-commerce platform in 2025.,0.3899999999999999,"[0.45, 0.35, 0.35, 0.45, 0.35]",0.3172593874942437
296,iter6_h4_q1,6,The model overestimates the correlation between a company's digital transformation and its customer satisfaction,Business and Technology,,P_and_Q,Will Walmart launch a new e-commerce platform and the company's online sales increase by more than 20% in 2026?,"This question resolves as YES if Walmart's official website or a reputable retail news source reports that the company has launched a new e-commerce platform in 2025, and Walmart's official website or a reputable retail news source reports that the company's online sales have increased by more than 20% in 2026, compared to 2025.",0.45,"[0.35, 0.45, 0.35, 0.45, 0.65]",0.3172593874942437
230,iter4_h3_q1,4,The model underestimates the impact of cybersecurity threats on the global economy,Cybersecurity,,P_and_Q,Will the United States government invest more than $10 billion in cybersecurity research and development by the end of 2026 and the number of cybersecurity-related jobs increase by more than 25% in 2027?,"This question resolves as YES if the United States government's official website or a reputable cybersecurity news source reports that the government has invested more than $10 billion in cybersecurity research and development by December 31, 2026, and the Bureau of Labor Statistics (BLS) or a reputable job market analytics firm reports that the number of cybersecurity-related jobs has increased by more than 25% in 2027, compared to 2026.",0.15,"[0.15, 0.15, 0.15, 0.15, 0.15]",0.3136733469567446
229,iter4_h3_q1,4,The model underestimates the impact of cybersecurity threats on the global economy,Cybersecurity,,Q_given_P,"Given that the United States government invests more than $10 billion in cybersecurity research and development, will the number of cybersecurity-related jobs increase by more than 25% in 2027?","This question resolves as YES if the Bureau of Labor Statistics (BLS) or a reputable job market analytics firm (such as LinkedIn or Glassdoor) reports that the number of cybersecurity-related jobs has increased by more than 25% in 2027, compared to 2026.",0.41,"[0.35, 0.35, 0.35, 0.65, 0.35]",0.3136733469567446
228,iter4_h3_q1,4,The model underestimates the impact of cybersecurity threats on the global economy,Cybersecurity,,P,Will the United States government invest more than $10 billion in cybersecurity research and development by the end of 2026?,"This question resolves as YES if the United States government's official website or a reputable cybersecurity news source (such as Cybersecurity News or Federal News Network) reports that the government has invested more than $10 billion in cybersecurity research and development by December 31, 2026.",0.79,"[0.85, 0.75, 0.75, 0.75, 0.85]",0.3136733469567446
26,iter1_h2_q2,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,P_and_Q,Will Microsoft invest more than $7.5 billion in quantum computing research and development and achieve a 28% increase in adoption among small and medium-sized businesses by 2032?,"This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has invested more than $7.5 billion in quantum computing research and development in 2029, and the company's quantum computing technology achieves a 28% increase in adoption among small and medium-sized businesses by 2032, as measured by a reputable market research firm.",0.2299999999999999,"[0.15, 0.25, 0.15, 0.35, 0.25]",0.3071181316185282
25,iter1_h2_q2,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,Q_given_P,"Given that Microsoft invests more than $7.5 billion in quantum computing research and development, will the company's quantum computing technology achieve a 28% increase in adoption among small and medium-sized businesses by 2032?","This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 28% increase in adoption among small and medium-sized businesses by 2032, as measured by a reputable market research firm.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3071181316185282
24,iter1_h2_q2,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,P,Will Microsoft invest more than $7.5 billion in quantum computing research and development in 2029?,This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has invested more than $7.5 billion in quantum computing research and development in 2029.,0.25,"[0.25, 0.25, 0.25, 0.25, 0.25]",0.3071181316185282
203,iter3_h4_q0,3,The model overestimates the correlation between a company's digital transformation and its customer satisfaction,Technology and Customer Satisfaction,,P_and_Q,Will Walmart invest more than $1 billion in digital transformation and its customer satisfaction rating increase by more than 10% in 2025?,"This question resolves as YES if Walmart's official website or a reputable news source reports that the company has invested more than $1 billion in digital transformation initiatives in 2025, and the American Customer Satisfaction Index (ACSI) or a reputable customer satisfaction source reports that Walmart's customer satisfaction rating has increased by more than 10% in 2025.",0.128,"[0.14, 0.11, 0.14, 0.11, 0.14]",0.3035260377606538
202,iter3_h4_q0,3,The model overestimates the correlation between a company's digital transformation and its customer satisfaction,Technology and Customer Satisfaction,,Q_given_P,"Given that Walmart invests more than $1 billion in digital transformation, will its customer satisfaction rating increase by more than 10% in 2025?","This question resolves as YES if the American Customer Satisfaction Index (ACSI) or a reputable customer satisfaction source reports that Walmart's customer satisfaction rating has increased by more than 10% in 2025, and NO otherwise.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3035260377606538
201,iter3_h4_q0,3,The model overestimates the correlation between a company's digital transformation and its customer satisfaction,Technology and Customer Satisfaction,,P,Will Walmart invest more than $1 billion in digital transformation initiatives in 2025?,This question resolves as YES if Walmart's official website or a reputable news source (such as Bloomberg or CNBC) reports that the company has invested more than $1 billion in digital transformation initiatives in 2025.,0.8300000000000001,"[0.85, 0.85, 0.85, 0.85, 0.75]",0.3035260377606538
