,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
559,iter8_h4_q0,8,The model assumes a strong correlation between a country's economic growth and its technology sector's innovation without considering the impact of government policies and regulations,Economics,,Q_given_P,"Given that China's GDP growth rate exceeds 6%, will the number of Chinese tech companies listed on the NASDAQ increase by more than 20% by 2028?","This question resolves as YES if the number of Chinese tech companies listed on the NASDAQ increases by more than 20% by December 31, 2028, as reported by the NASDAQ or reputable financial outlets like CNBC. Resolution source: NASDAQ or CNBC.",0.4199999999999999,"[0.25, 0.45, 0.35, 0.7, 0.35]",0.3283423783414315
51,iter1_h5_q2,1,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,Overestimation of quantum computing impact,P,Will NVIDIA announce a major breakthrough in quantum computing by 2030?,"This question resolves as YES if NVIDIA officially announces a major breakthrough in quantum computing by December 31, 2030, as reported by NVIDIA's official website or reputable tech outlets like CNET.",0.3099999999999999,"[0.15, 0.35, 0.35, 0.35, 0.35]",0.326574705506044
52,iter1_h5_q2,1,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,Overestimation of quantum computing impact,Q_given_P,"Given that NVIDIA announces a major breakthrough in quantum computing, will Google integrate quantum computing into its AGI research by 2032?","This question resolves as YES if Google officially announces the integration of quantum computing into its AGI research by December 31, 2032, as reported by Google's official blog or reputable tech outlets like The Verge.",0.41,"[0.35, 0.35, 0.35, 0.65, 0.35]",0.326574705506044
53,iter1_h5_q2,1,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,Overestimation of quantum computing impact,P_and_Q,Will both NVIDIA announce a major breakthrough in quantum computing by 2030 and Google integrate quantum computing into its AGI research by 2032?,"This question resolves as YES if both conditions are met, as reported by NVIDIA's official website and Google's official blog. Resolution date: December 31, 2032. Resolution source: NVIDIA's official website and Google's official blog.",0.2964,"[0.144, 0.35, 0.144, 0.144, 0.7]",0.326574705506044
678,iter12_h0_q0,12,"The model assumes a strong correlation between the development of Artificial General Intelligence (AGI) and the implementation of quantum computing, without considering the impact of regulatory frameworks and ethical concerns on their joint development",AI and Computing,,P,Will Google announce a major breakthrough in quantum computing by 2028?,"This question resolves as YES if Google officially announces a major breakthrough in quantum computing by December 31, 2028, as reported by Google's official blog or reputable tech outlets like The Verge. Resolution source: Google's official blog or The Verge.",0.498,"[0.45, 0.42, 0.42, 0.55, 0.65]",0.3258286567494234
679,iter12_h0_q0,12,"The model assumes a strong correlation between the development of Artificial General Intelligence (AGI) and the implementation of quantum computing, without considering the impact of regulatory frameworks and ethical concerns on their joint development",AI and Computing,,Q_given_P,"Given that Google announces a major breakthrough in quantum computing, will Microsoft integrate quantum computing into its AGI research by 2029?","This question resolves as YES if Microsoft officially announces the integration of quantum computing into its AGI research by December 31, 2029, as reported by Microsoft's official blog or reputable tech outlets like TechCrunch. Resolution source: Microsoft's official blog or TechCrunch.",0.5840000000000001,"[0.42, 0.65, 0.65, 0.55, 0.65]",0.3258286567494234
680,iter12_h0_q0,12,"The model assumes a strong correlation between the development of Artificial General Intelligence (AGI) and the implementation of quantum computing, without considering the impact of regulatory frameworks and ethical concerns on their joint development",AI and Computing,,P_and_Q,Will both Google announce a major breakthrough in quantum computing by 2028 and Microsoft integrate quantum computing into its AGI research by 2029?,"This question resolves as YES if both conditions are met, as reported by Google's official blog and Microsoft's official blog. Resolution date: December 31, 2029. Resolution source: Google's official blog and Microsoft's official blog.",0.496,"[0.45, 0.8, 0.38, 0.35, 0.5]",0.3258286567494234
164,iter5_h3_q0,5,The model overgeneralizes the impact of social media on mental health without considering the effects of individual differences and online behaviors,Social Media and Mental Health,,P_and_Q,Will both the number of social media users who take regular breaks from social media increase by at least 20% by 2029 and the number of social media users reporting improved mental health increase by at least 15% by 2031?,"This question resolves as YES if both conditions are met, as reported by the Pew Research Center and the World Health Organization. Resolution date: December 31, 2031. Resolution source: Pew Research Center and World Health Organization.",0.624,"[0.65, 0.55, 0.62, 0.65, 0.65]",0.3207477627020497
163,iter5_h3_q0,5,The model overgeneralizes the impact of social media on mental health without considering the effects of individual differences and online behaviors,Social Media and Mental Health,,Q_given_P,"Given that the number of social media users who take regular breaks from social media increases by at least 20% by 2029, will the number of social media users reporting improved mental health increase by at least 15% by 2031?","This question resolves as YES if the increase in social media users taking regular breaks leads to an increase in social media users reporting improved mental health by at least 15% by December 31, 2031, compared to the 2029 levels, as reported by the World Health Organization or other credible sources.",0.6380000000000001,"[0.65, 0.65, 0.65, 0.62, 0.62]",0.3207477627020497
162,iter5_h3_q0,5,The model overgeneralizes the impact of social media on mental health without considering the effects of individual differences and online behaviors,Social Media and Mental Health,,P,Will the number of social media users who take regular breaks from social media increase by at least 20% by 2029?,"This question resolves as YES if the number of social media users who take regular breaks from social media increases by at least 20% by December 31, 2029, compared to the 2028 levels, as reported by the Pew Research Center or other credible sources.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3207477627020497
524,iter7_h3_q0,7,The model overgeneralizes trends in the technology sector without considering specific company characteristics,Technology,,P_and_Q,Will both Apple's market share in the global smartphone market increase by more than 10% by 2027 and Samsung's market share decrease by more than 5% by 2028?,"This question resolves as YES if both conditions are met, as reported by IDC. Resolution date: December 31, 2028. Resolution source: IDC.",0.132,"[0.12, 0.12, 0.15, 0.12, 0.15]",0.320032409681715
523,iter7_h3_q0,7,The model overgeneralizes trends in the technology sector without considering specific company characteristics,Technology,,Q_given_P,"Given that Apple's market share in the global smartphone market increases by more than 10%, will Samsung's market share decrease by more than 5% by 2028?","This question resolves as YES if Samsung's market share in the global smartphone market decreases by more than 5% by December 31, 2028, as reported by IDC or reputable tech outlets like The Verge. Resolution source: IDC or The Verge.",0.5439999999999999,"[0.35, 0.65, 0.55, 0.62, 0.55]",0.320032409681715
522,iter7_h3_q0,7,The model overgeneralizes trends in the technology sector without considering specific company characteristics,Technology,,P,Will Apple's market share in the global smartphone market increase by more than 10% by 2027?,"This question resolves as YES if Apple's market share in the global smartphone market increases by more than 10% by December 31, 2027, as reported by IDC or reputable tech outlets like CNET. Resolution source: IDC or CNET.",0.5439999999999999,"[0.42, 0.35, 0.65, 0.65, 0.65]",0.320032409681715
569,iter9_h0_q1,9,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,P_and_Q,Will both NVIDIA develop a quantum computing chip for AGI applications by 2030 and Amazon integrate the chip into its AGI research by 2031?,"This question resolves as YES if both conditions are met, as reported by NVIDIA's official website and Amazon's official blog. Resolution date: December 31, 2031. Resolution source: NVIDIA's official website and Amazon's official blog.",0.296,"[0.35, 0.65, 0.12, 0.12, 0.24]",0.3143119939698412
568,iter9_h0_q1,9,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,Q_given_P,"Given that NVIDIA develops a quantum computing chip for AGI applications, will Amazon integrate the chip into its AGI research by 2031?","This question resolves as YES if Amazon officially announces the integration of NVIDIA's quantum computing chip into its AGI research by December 31, 2031, as reported by Amazon's official blog or reputable tech outlets like The Next Web. Resolution source: Amazon's official blog or The Next Web.",0.358,"[0.35, 0.35, 0.42, 0.25, 0.42]",0.3143119939698412
567,iter9_h0_q1,9,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,P,Will NVIDIA develop a quantum computing chip for AGI applications by 2030?,"This question resolves as YES if NVIDIA officially announces the development of a quantum computing chip for AGI applications by December 31, 2030, as reported by NVIDIA's official website or reputable tech outlets like Wired. Resolution source: NVIDIA's official website or Wired.",0.37,"[0.25, 0.35, 0.35, 0.35, 0.55]",0.3143119939698412
654,iter12_h1_q0,12,"The model overgeneralizes the impact of genetic engineering on human health, without considering the effects of individual genetic variations and environmental factors",Genetic Engineering,,P,Will the use of genetic engineering in agriculture lead to significant increases in crop yields by 2029?,"This question resolves as YES if the use of genetic engineering in agriculture leads to significant increases in crop yields by December 31, 2029, as reported by the US Department of Agriculture or reputable agricultural outlets like AgWeb. Resolution source: US Department of Agriculture or AgWeb.",0.7100000000000001,"[0.65, 0.65, 0.65, 0.85, 0.75]",0.3019863564968218
655,iter12_h1_q0,12,"The model overgeneralizes the impact of genetic engineering on human health, without considering the effects of individual genetic variations and environmental factors",Genetic Engineering,,Q_given_P,"Given that genetic engineering in agriculture leads to significant increases in crop yields, will the increased yields lead to decreased food prices by 2030?","This question resolves as YES if the increased crop yields resulting from genetic engineering lead to decreased food prices by December 31, 2030, as reported by the Bureau of Labor Statistics or reputable news outlets like CNBC. Resolution source: Bureau of Labor Statistics or CNBC.",0.4439999999999999,"[0.42, 0.55, 0.35, 0.35, 0.55]",0.3019863564968218
656,iter12_h1_q0,12,"The model overgeneralizes the impact of genetic engineering on human health, without considering the effects of individual genetic variations and environmental factors",Genetic Engineering,,P_and_Q,Will both genetic engineering in agriculture lead to significant increases in crop yields by 2029 and the increased yields lead to decreased food prices by 2030?,"This question resolves as YES if both conditions are met, as reported by the US Department of Agriculture and the Bureau of Labor Statistics. Resolution date: December 31, 2030. Resolution source: US Department of Agriculture and Bureau of Labor Statistics.",0.51,"[0.35, 0.55, 0.45, 0.55, 0.65]",0.3019863564968218
1,iter1_h0_q0,1,"The model assumes a strong correlation between the development of Artificial General Intelligence (AGI) and the implementation of quantum computing, without considering the impact of regulatory frameworks and ethical concerns",AI and Computing,Overestimation of AGI impact,Q_given_P,"Given that NVIDIA develops a quantum computing chip for AGI applications, will Google integrate the chip into its AGI research by 2032?","This question resolves as YES if Google officially announces the integration of NVIDIA's quantum computing chip into its AGI research by December 31, 2032, as reported by Google's official blog or reputable tech outlets like The Next Web.",0.438,"[0.42, 0.35, 0.65, 0.35, 0.42]",0.300383308795567
2,iter1_h0_q0,1,"The model assumes a strong correlation between the development of Artificial General Intelligence (AGI) and the implementation of quantum computing, without considering the impact of regulatory frameworks and ethical concerns",AI and Computing,Overestimation of AGI impact,P_and_Q,Will both NVIDIA develop a quantum computing chip for AGI applications by 2030 and Google integrate the chip into its AGI research by 2032?,"This question resolves as YES if both conditions are met, as reported by NVIDIA's official website and Google's official blog. Resolution date: December 31, 2032. Resolution source: NVIDIA's official website and Google's official blog.",0.304,"[0.25, 0.45, 0.12, 0.35, 0.35]",0.300383308795567
0,iter1_h0_q0,1,"The model assumes a strong correlation between the development of Artificial General Intelligence (AGI) and the implementation of quantum computing, without considering the impact of regulatory frameworks and ethical concerns",AI and Computing,Overestimation of AGI impact,P,Will NVIDIA develop a quantum computing chip for AGI applications by 2030?,"This question resolves as YES if NVIDIA officially announces the development of a quantum computing chip for AGI applications by December 31, 2030, as reported by NVIDIA's official website or reputable tech outlets like Wired.",0.3299999999999999,"[0.35, 0.15, 0.65, 0.35, 0.15]",0.300383308795567
